id_transaccion,id_cliente,nombre_cliente,cuenta_origen,fecha,monto,divisa,tipo_transaccion,ciudad,cuenta_destino,categoria_comercio
3013,2674,Tara Evans,ES59400839967055841549,28/07/2025,4639.85,MXN,retiro,Tijuana,,
3014,5582,Margaret Gonzalez,ES40218763793143270663,21/06/2025,39340.03,MXN,transferencia,Leon,ES13642069614616029975,
3015,5963,Kimberly Adams,ES37558961034780672819,21/07/2025,629.43,EUR,compra,Guadalajara,,viajes
3016,9555,Lori Collins,ES41356571144069979810,18/07/2025,10717.77,MXN,retiro,Guadalajara,,
3017,1684,Karen Goodman,ES67030672065278866971,11/04/2025,27691.14,MXN,compra,Monterrey,,tecnologia
3018,7982,Ian Weiss,ES46325812709068393531,08/06/2025,20052.15,EUR,retiro,Tijuana,,
3019,7831,Grace Rodriguez,ES57721489747251806653,14/06/2025,9064.68,MXN,transferencia,Tijuana,ES46691257971388079117,
3020,5547,Richard Moss,ES85089153222652370263,08/07/2025,22042.11,MXN,transferencia,Juarez,ES95002240654902275752,
3021,1076,Michelle Martinez,ES90236909060309895269,04/05/2025,37532.41,EUR,transferencia,Torreon,ES86047952901601182188,
3022,5838,Felicia Hawkins,ES17452675851590495605,30/03/2025,35224.16,USD,retiro,Queretaro,,
3023,2345,Bradley Wiley,ES12222679672780166265,05/04/2025,18533.18,MXN,transferencia,Guadalajara,ES88254867030114217288,
3024,6591,Jacob Smith,ES98824610686637285519,03/05/2025,11106.58,EUR,compra,Tijuana,,servicios
3025,1373,Melissa Jackson,ES57077567378080469537,11/07/2025,44481.15,EUR,retiro,Queretaro,,
3026,7498,Leonard Murphy,ES14296263353827092938,31/08/2025,37676.69,USD,compra,Puebla,,tecnologia
3027,4347,John Kirby,ES89885665027668358337,12/07/2025,14022.53,EUR,compra,CDMX,,servicios
3028,3165,Laura Mcgee,ES18870739190084064904,21/06/2025,24033.32,USD,compra,Tijuana,,ropa
3029,3106,Matthew Bell,ES33659224722078414221,22/07/2025,45321.5,USD,retiro,Guadalajara,,
3030,1555,Daniel Bryant,ES13631567272753060829,22/04/2025,7667.44,MXN,compra,Torreon,,ropa
3031,7788,Sharon Good,ES57332698326858354504,27/05/2025,14865.09,MXN,transferencia,Guadalajara,ES24472703796575802753,
3032,9185,Erin Brown,ES38592227520750770797,09/06/2025,28612.41,MXN,transferencia,Monterrey,ES10810130974904603776,
3033,1215,Mary Wright,ES26487155461312448429,01/06/2025,38429.94,MXN,retiro,Queretaro,,
3034,8365,Nichole Chase DDS,ES97463271922370064335,28/08/2025,37127.68,EUR,transferencia,Monterrey,ES34591320797693953245,
3035,4031,Eric Collins,ES85954142679314984445,30/07/2025,46857.81,MXN,compra,Tijuana,,ropa
3036,2253,David Thomas,ES68308190200113637205,14/05/2025,6708.42,MXN,compra,Guadalajara,,tecnologia
3037,1069,Theresa Yates,ES79541250239422054471,18/05/2025,9864.08,USD,compra,Queretaro,,supermercado
3038,1593,Cynthia Stanley,ES37499084213341043421,16/07/2025,43408.64,MXN,compra,Torreon,,viajes
3039,5628,Angela Hansen,ES90710052073273784197,20/09/2025,35608.76,USD,retiro,CDMX,,
3040,4624,Zachary Hunt,ES95578506955603262321,21/05/2025,30726.55,EUR,transferencia,Juarez,ES58756962819671124601,
3041,4671,Michael Frost,ES31913258388265426687,12/09/2025,37556.06,USD,compra,Merida,,supermercado
3042,7879,Ryan Vega,ES58191850704739575146,23/07/2025,6262.49,MXN,compra,Leon,,servicios
3043,9538,Angelica Medina,ES85553535673321634616,28/04/2025,49635.62,MXN,transferencia,Torreon,ES40057536561585792741,
3044,9015,Michelle Jones,ES11887833370536284779,17/06/2025,6081.6,USD,retiro,Leon,,
3045,9725,Elizabeth Thompson,ES64634106184470245486,19/04/2025,2480.72,USD,retiro,Queretaro,,
3046,6860,Kimberly Bryant,ES22990838892581565268,16/09/2025,22039.91,USD,retiro,Queretaro,,
3047,2527,Chelsea Orozco,ES56640637506145066191,17/07/2025,7775.4,MXN,transferencia,Monterrey,ES90314030279387291719,
3048,3115,Erin Dennis,ES88867521909289557505,27/08/2025,22502.31,MXN,transferencia,Torreon,ES93847724763695883375,
3049,2575,Christina Brown,ES37306481878592193476,20/08/2025,43221.26,MXN,compra,CDMX,,tecnologia
3050,2195,Cameron Knight,ES78168552634917738616,16/06/2025,30552.58,USD,compra,Puebla,,restaurante
3051,5167,Barbara Scott,ES11169583427829705130,19/09/2025,43552.68,USD,transferencia,Monterrey,ES73830326243306961365,
3052,8300,Michelle Hart,ES75148297220863268536,20/06/2025,8707.1,MXN,retiro,Guadalajara,,
3053,7428,Erik Robinson,ES43072983254404327663,30/06/2025,24842.39,MXN,retiro,Tijuana,,
3054,4849,Mark Mendez,ES85965537651930546146,28/08/2025,20000.09,EUR,retiro,Queretaro,,
3055,6599,Tracy Hood,ES51484644009409427411,05/08/2025,41944.98,EUR,retiro,Tijuana,,
3056,5142,Rebecca Edwards,ES72613268127716969141,16/09/2025,43288.38,USD,compra,Tijuana,,viajes
3057,2203,Jennifer Bradshaw MD,ES92929555248409894585,31/05/2025,47194.07,USD,compra,Juarez,,ropa
3058,2632,Matthew Chang,ES79626747428196838208,09/06/2025,9390.83,EUR,compra,Queretaro,,restaurante
3059,4732,Cheryl Simmons,ES89804981203021535121,02/04/2025,4738.91,EUR,transferencia,Puebla,ES58538776548354098561,
3060,3421,Christian Welch,ES50268119450791393509,10/09/2025,4529.09,MXN,compra,CDMX,,servicios
3061,9317,Angela Wright,ES74264766839380384460,23/09/2025,3112.24,USD,retiro,Puebla,,
3062,2430,Jamie Garcia,ES28572888966402930900,01/07/2025,4911.44,EUR,transferencia,Queretaro,ES51460482809882115921,
3063,1127,Meagan Dunn,ES84630136874000318178,14/05/2025,23350.67,MXN,transferencia,Leon,ES17673821685457296237,
3064,7469,Kathryn Morris,ES27790846432499419002,10/04/2025,41719.85,MXN,transferencia,Tijuana,ES48364583321801924659,
3065,6178,Curtis Weber,ES59672367101201144216,23/05/2025,28193.12,USD,retiro,Merida,,
3066,6738,Adam Miranda,ES21536930953053875179,12/05/2025,39392.93,USD,retiro,Leon,,
3067,4298,Thomas Stevenson,ES51263605472437040836,24/07/2025,38572.05,USD,retiro,Queretaro,,
3068,8998,Janice Morales,ES70863607819789940096,17/09/2025,146.65,EUR,compra,Queretaro,,viajes
3069,3364,Brooke Webb,ES37570205828434439688,06/06/2025,17655.22,MXN,compra,Juarez,,restaurante
3070,1867,Timothy Nielsen,ES34397250263973990131,10/06/2025,19135.34,MXN,compra,Juarez,,supermercado
3071,5057,Paul Foster,ES47095183492186956849,05/05/2025,7306.55,USD,transferencia,Guadalajara,ES61164590402784588209,
3072,1019,Alison Curtis,ES99882127607736031340,05/05/2025,17491.41,USD,transferencia,Monterrey,ES92503288995636667464,
3073,3083,Hannah Jenkins,ES10807127066967870297,24/04/2025,45433.5,EUR,transferencia,Puebla,ES35632269336790535689,
3074,2411,Brenda Jennings,ES17722329650805379197,03/06/2025,17676.73,USD,compra,Puebla,,tecnologia
3075,8468,Steve Jackson,ES56605009053614896064,08/08/2025,37393.26,USD,compra,Leon,,ropa
3076,2171,Brandy Bell,ES26544549743605957472,31/05/2025,25075.4,EUR,transferencia,Puebla,ES66463282519774271950,
3077,9253,Katrina Thomas,ES54683439636214896807,02/08/2025,3846.77,USD,transferencia,Monterrey,ES70495441412319981991,
3078,6775,Kevin Gordon,ES99723834375619307740,09/06/2025,28881.82,EUR,transferencia,Monterrey,ES90237107980510854398,
3079,7725,Sandra Conway,ES94234423593554390409,18/09/2025,18480.1,MXN,compra,Torreon,,servicios
3080,3618,Charles Gutierrez,ES11471425612081342386,06/05/2025,1454.89,MXN,retiro,Queretaro,,
3081,5855,Theresa Cruz,ES69278186180666129736,26/05/2025,26475.6,EUR,compra,CDMX,,restaurante
3082,8753,Michael Banks,ES46441218327989804849,26/04/2025,44033.92,MXN,transferencia,Leon,ES46627784012051211287,
3083,2938,Vanessa Sullivan,ES31791150523999835707,24/05/2025,24293.37,EUR,transferencia,Juarez,ES44023716500956651205,
3084,2657,Molly Andrews,ES30205231875227620688,02/07/2025,30104.36,MXN,transferencia,Merida,ES25949588625172798556,
3085,9347,Danielle Curtis DDS,ES71109486089501121880,25/08/2025,17286.9,USD,transferencia,Puebla,ES27822257418685983963,
3086,1268,Jeffrey Townsend,ES30798919894125009047,26/04/2025,17333.6,USD,retiro,Torreon,,
3087,8787,Brady Bennett,ES98301793285992393649,01/05/2025,18196.59,EUR,transferencia,Queretaro,ES88128823036722291918,
3088,6100,Brittney Love,ES89920424833507576252,14/09/2025,19153.21,EUR,compra,Juarez,,viajes
3089,9894,Larry Sanchez,ES81323031979491313599,26/05/2025,185.83,EUR,retiro,Leon,,
3090,4259,Eric Crawford,ES86980282984594971744,18/07/2025,40680.77,MXN,compra,CDMX,,viajes
3091,2878,Donna White,ES81144811511762855657,05/05/2025,23630.19,USD,compra,Queretaro,,ropa
3092,6318,Nancy Walker,ES43598528296861991398,09/07/2025,40841.63,MXN,transferencia,Leon,ES82275256375790048222,
3093,5925,Tammy Conner,ES36224559895663178339,31/03/2025,44493.02,MXN,retiro,Puebla,,
3094,5632,Mark Williams,ES89883855288793905939,14/04/2025,7015.73,EUR,transferencia,Puebla,ES89509583134163110770,
3095,9811,Melissa Manning,ES60574284831426564508,10/06/2025,15710.97,MXN,retiro,Tijuana,,
3096,4454,Samantha Lewis,ES16535454854580369363,25/07/2025,21820.58,EUR,retiro,Torreon,,
3097,8404,Alexander Simmons,ES82017410458905345825,14/09/2025,26865.89,USD,compra,Torreon,,restaurante
3098,4892,Gregory Cox,ES48780750320628366817,18/07/2025,39085.58,USD,transferencia,Juarez,ES37895352510330940038,
3099,4375,Christopher Steele,ES28498224265678797386,15/07/2025,22222.17,MXN,compra,Tijuana,,tecnologia
3100,6308,Thomas Lopez,ES15848207415076253029,09/06/2025,42576.03,MXN,transferencia,Merida,ES30786818260803170254,
3101,2275,Kenneth Cohen,ES50431274020683961978,08/09/2025,10775.22,USD,retiro,Juarez,,
3102,8940,Laura Adams,ES93688610464461696048,28/06/2025,18573.49,USD,compra,Juarez,,viajes
3103,3148,Karen Hogan,ES86495462716418017475,12/06/2025,11412.44,EUR,retiro,Monterrey,,
3104,8869,Nicholas Buck,ES82001482935779407241,26/04/2025,12725.34,USD,compra,Torreon,,restaurante
3105,8592,Steven Jones Jr.,ES65934857666967610602,17/04/2025,35235.67,EUR,compra,Torreon,,supermercado
3106,3998,Jonathan Wyatt,ES82109708931395010667,16/05/2025,30697.16,MXN,retiro,Puebla,,
3107,9801,Martin Cooper,ES60645685673462738556,08/05/2025,13217.71,MXN,retiro,Guadalajara,,
3108,4641,Mathew Jones,ES21451560851529501491,24/07/2025,10257.13,USD,retiro,Juarez,,
3109,7723,Joe Jackson,ES56658288211277629365,12/07/2025,4970.75,USD,compra,Merida,,restaurante
3110,3815,Katelyn Chavez,ES72949219529203129424,29/05/2025,43186.26,USD,compra,Tijuana,,servicios
3111,3471,Harry Brown,ES26497299846020965632,02/09/2025,38982.46,EUR,compra,Merida,,servicios
3112,1397,William Rich,ES91629923230002409178,10/08/2025,10566.08,MXN,retiro,Merida,,
3113,9676,Donna Anderson,ES16937352325589875202,06/09/2025,8879.72,USD,transferencia,Merida,ES34330847681979060064,
3114,8657,Michael Cobb,ES42907053802098104551,07/09/2025,2174.06,EUR,transferencia,Queretaro,ES83835760614650827830,
3115,3963,Paula Shannon,ES97772846585602447803,01/07/2025,2584.16,MXN,transferencia,Leon,ES36077455459127323377,
3116,4091,Mr. Gene Ali,ES57380652753183957660,27/04/2025,9562.32,USD,retiro,Guadalajara,,
3117,4512,Christopher Rosales,ES44150643250775312475,16/06/2025,5272.32,MXN,compra,Monterrey,,supermercado
3118,2710,Christopher Cooper,ES12463216839411913029,30/04/2025,10137.7,MXN,transferencia,Queretaro,ES30843412772581834331,
3119,5283,Frank Arnold,ES75653212743065264700,16/06/2025,9384.86,MXN,transferencia,Puebla,ES29191472872916838304,
3120,3985,Anthony Reyes DDS,ES50751389425350926502,05/05/2025,4639.37,EUR,transferencia,CDMX,ES63030264403727224787,
3121,3366,Christine Turner,ES46591546554273192824,28/04/2025,43027.69,USD,transferencia,Leon,ES85782413425667315371,
3122,2948,Daniel Kennedy,ES19750032337744092809,28/03/2025,18780.68,USD,transferencia,Guadalajara,ES37766313306874460155,
3123,1773,Luis Howard,ES54915194495551722346,15/09/2025,1772.59,USD,transferencia,Leon,ES61691200940929365482,
3124,6807,Clinton Oliver,ES20591216112442292138,23/07/2025,25425.04,USD,retiro,Queretaro,,
3125,3944,Matthew Williams,ES94813727007105242443,08/07/2025,21827.56,MXN,transferencia,Guadalajara,ES62485488064975942901,
3126,2702,Robert Dixon,ES65362029081851851799,28/08/2025,32342.3,MXN,retiro,Leon,,
3127,5774,Tara Lozano,ES16141558168843926978,03/09/2025,28871.96,EUR,retiro,Monterrey,,
3128,8442,Matthew Mclean,ES85103200345079403759,31/05/2025,28218.84,USD,compra,Queretaro,,supermercado
3129,7975,Terri Herring,ES60203045441156745529,08/09/2025,46418.5,EUR,retiro,Queretaro,,
3130,5842,Michelle Weaver,ES56574786622982922811,29/04/2025,32972.54,USD,compra,Queretaro,,viajes
3131,9622,Lauren Cunningham,ES61903245551938910369,15/05/2025,48660.71,USD,compra,Monterrey,,restaurante
3132,3655,Ronald Walsh,ES74892124675904207536,14/05/2025,6589.54,EUR,compra,Merida,,supermercado
3133,8311,Timothy Wong,ES10242557658950912837,15/08/2025,10228.99,USD,retiro,CDMX,,
3134,4883,Natalie Walls,ES11346586346653126059,30/05/2025,21038.7,EUR,retiro,Queretaro,,
3135,6669,Marilyn Bell,ES88667384552731536541,03/08/2025,19689.1,USD,retiro,Puebla,,
3136,9606,Julie Cardenas,ES25436104507625792547,24/06/2025,11043.98,EUR,compra,Puebla,,tecnologia
3137,9059,Adam Lynch,ES36599959240803832832,23/08/2025,10378.89,USD,transferencia,Torreon,ES61703568588204781424,
3138,3070,Brandy Ewing,ES89190971195898334271,23/08/2025,22766.27,EUR,transferencia,Puebla,ES26701763979493962825,
3139,3940,Andrea Powers,ES48587528153099249863,28/05/2025,42470.06,USD,compra,Puebla,,viajes
3140,2640,Richard Anderson,ES99909551085893050239,11/09/2025,16194.28,USD,transferencia,Puebla,ES74277003132428280735,
3141,5691,Angela Hogan,ES77707778280630592949,21/06/2025,24352.97,EUR,transferencia,Tijuana,ES81874915825972278358,
3142,9237,Glen Phillips,ES33118509429625153829,22/09/2025,45361.87,EUR,compra,Queretaro,,servicios
3143,2927,Jessica Clark,ES44802880362087396455,27/07/2025,2047.52,MXN,compra,Tijuana,,supermercado
3144,7430,James Robinson,ES36499792200885354077,17/04/2025,27310.91,EUR,compra,Queretaro,,supermercado
3145,1183,Jessica Cooper,ES50235353372536201920,30/04/2025,42437.92,EUR,retiro,Tijuana,,
3146,1499,Laura Sutton,ES91166767635378360405,09/09/2025,47192.53,USD,compra,Torreon,,ropa
3147,6742,Teresa Kelly,ES21263355009285323924,27/05/2025,34695.54,EUR,retiro,Leon,,
3148,4442,Tina Ellis,ES88329210794529593319,05/09/2025,43448.69,EUR,transferencia,Torreon,ES24336340006024694653,
3149,4180,Brittany Howe,ES57200090525024727250,07/09/2025,14289.57,MXN,retiro,Tijuana,,
3150,8847,Karen Brown,ES89811580024524963909,28/03/2025,16553.35,EUR,transferencia,Merida,ES59426517716547434697,
3151,2341,Jody Daniels,ES57898801101912566605,03/06/2025,29072.13,USD,transferencia,Queretaro,ES25808416483961647159,
3152,9311,John Cain,ES62968550392307820227,01/04/2025,3096.03,EUR,transferencia,Torreon,ES16418297127960849133,
3153,6802,Jeffrey Ramirez,ES28614178289986042192,25/04/2025,29992.43,MXN,compra,Puebla,,restaurante
3154,6552,Elizabeth Dominguez,ES47612207277790340127,28/06/2025,11315.46,USD,transferencia,Queretaro,ES45495250920318647055,
3155,6494,Amanda Jones,ES43111153167204471130,18/05/2025,26317.87,MXN,retiro,Merida,,
3156,4892,Julie Wells,ES90214815730361158206,13/04/2025,20740.84,USD,transferencia,Juarez,ES60973389190260793217,
3157,6804,Steven Martinez,ES17026137177861903468,21/06/2025,16578.15,EUR,compra,Puebla,,supermercado
3158,2697,Mr. Jeremy Collier PhD,ES52579226955212178999,09/05/2025,37028.27,EUR,transferencia,CDMX,ES31998751345939738646,
3159,1378,Rebecca Garcia,ES69794464158508528121,30/08/2025,19599.79,MXN,retiro,Tijuana,,
3160,6616,Nicole Smith,ES34049816302485069865,26/04/2025,11608.42,USD,compra,Monterrey,,servicios
3161,7697,Alexandra Hudson,ES77179321546039057529,14/06/2025,12611.96,EUR,retiro,Monterrey,,
3162,5021,Edward Blankenship,ES33596462502840559653,28/06/2025,5461.78,MXN,compra,CDMX,,restaurante
3163,9843,Kevin Glover,ES81923732543653835504,19/07/2025,17820.72,EUR,transferencia,Tijuana,ES13756533513783817442,
3164,1850,Alicia Buchanan,ES56604226844754381177,16/07/2025,21126.79,MXN,retiro,CDMX,,
3165,2501,Joseph Hall,ES96475363088430000370,31/07/2025,49299.4,USD,compra,CDMX,,servicios
3166,2557,Michele Hall,ES71092321012922598083,20/04/2025,14476.59,MXN,transferencia,Juarez,ES41127177116197543156,
3167,5398,Mrs. Lindsey Lewis,ES88971779516758133566,05/08/2025,31962.1,USD,transferencia,Tijuana,ES88471849855908747098,
3168,2728,Lindsay Mccullough,ES15974800815126468562,15/04/2025,22539.37,MXN,compra,Tijuana,,servicios
3169,2565,Samantha Jones,ES10097229663751327901,20/07/2025,6079.79,EUR,retiro,Leon,,
3170,5784,Matthew Stokes,ES85048505289591416489,22/09/2025,42536.17,USD,retiro,Juarez,,
3171,1379,Christopher King,ES35706879829574522915,08/06/2025,48928.94,MXN,transferencia,Leon,ES43813910884737065483,
3172,8859,Elizabeth Owen,ES68497026537642655567,07/08/2025,4949.56,USD,transferencia,Tijuana,ES79675929424332481646,
3173,9287,Kimberly Allen,ES77743216139286239849,25/08/2025,22541.24,USD,retiro,Leon,,
3174,1765,Jacqueline Patterson,ES10627853882463430113,14/08/2025,33230.79,EUR,compra,Tijuana,,supermercado
3175,2286,Lawrence Edwards,ES89116153792648619178,21/06/2025,36244.42,EUR,compra,Merida,,supermercado
3176,9253,Samantha Perry,ES23195144149059481969,30/06/2025,25274.25,MXN,transferencia,CDMX,ES67202640492292438990,
3177,4263,Jamie Howard,ES77828412979112215101,30/06/2025,46790.39,MXN,retiro,Torreon,,
3178,8865,Katherine Robinson,ES72647017689870739106,03/09/2025,15233.1,MXN,transferencia,Juarez,ES89305798802575313303,
3179,6469,Stephen White,ES25253830732790780627,20/04/2025,2181.99,USD,compra,Leon,,tecnologia
3180,3995,Steven Hodge,ES96365546264689295973,18/04/2025,30945.02,MXN,compra,Merida,,supermercado
3181,6452,Michael Schmidt Jr.,ES43768746504979233444,29/05/2025,14366.99,EUR,transferencia,Monterrey,ES16912072422914807959,
3182,4492,Barbara Palmer,ES38340820502808423919,30/03/2025,5074.39,USD,retiro,Juarez,,
3183,9080,Christine Rodriguez,ES96871564691950225190,12/06/2025,29914.66,EUR,compra,Guadalajara,,viajes
3184,4954,Michael Harris,ES68297201666767358711,20/07/2025,3025.37,EUR,compra,Queretaro,,servicios
3185,4784,Jorge Lawson,ES55352588300575028154,26/08/2025,35404.23,MXN,compra,Merida,,servicios
3186,3825,Stephen Adkins,ES45756197659041340931,12/04/2025,1608.37,EUR,transferencia,Queretaro,ES56403780575598679708,
3187,9989,Mr. Rick Hart,ES33526340809307899402,24/04/2025,7334.63,MXN,retiro,Monterrey,,
3188,9921,John Sanchez,ES85187672999237785833,12/06/2025,22741.15,USD,compra,Merida,,tecnologia
3189,3175,Linda Davis,ES96741206595252651042,31/05/2025,12487.68,MXN,compra,Queretaro,,viajes
3190,9898,Morgan Lyons,ES68357937943219431006,06/08/2025,46294.46,USD,retiro,Torreon,,
3191,2750,Michael Roy,ES70869272227968537622,06/07/2025,11960.08,MXN,compra,Torreon,,tecnologia
3192,9438,Christopher Scott,ES30662084528751602376,06/06/2025,34820.18,MXN,retiro,Torreon,,
3193,1673,Alexander Reyes,ES20824236887365680680,05/04/2025,39428.93,EUR,transferencia,Queretaro,ES78162182978207068830,
3194,1056,Richard Palmer,ES61678974274983686450,03/05/2025,17234.63,USD,compra,Monterrey,,restaurante
3195,9813,Pamela Williams,ES28169441091366284466,10/08/2025,39871.36,EUR,retiro,Guadalajara,,
3196,1840,Michelle Landry,ES60083312349048916703,07/07/2025,9086.42,EUR,compra,Leon,,restaurante
3197,7028,Ronald Hanna,ES54535662656574625320,29/08/2025,13102.28,MXN,transferencia,Torreon,ES16496385919342089587,
3198,8918,Austin Reid,ES43174435671993143266,21/04/2025,44862.01,EUR,retiro,Puebla,,
3199,1781,Russell Arellano,ES97773917583146334987,06/07/2025,32730.52,USD,retiro,Guadalajara,,
3200,1871,Katherine Parks,ES47718817812980406616,02/09/2025,13112.36,MXN,compra,Torreon,,servicios
3201,2050,Kathleen Russell,ES73951156261856816957,24/04/2025,44589.8,MXN,transferencia,Puebla,ES90603573696050211916,
3202,1484,Carrie Burgess,ES23935520435822359900,28/04/2025,26091.81,USD,compra,Puebla,,restaurante
3203,1140,Andre Reed,ES74148300627674108325,26/08/2025,1432.3,MXN,transferencia,Juarez,ES99216096719126668592,
3204,3047,Megan Andrews,ES79218342297114482075,16/04/2025,8549.38,USD,transferencia,Tijuana,ES90135052037431621480,
3205,2285,Tyler Fleming,ES75360453181357286850,04/08/2025,19823.29,MXN,compra,CDMX,,supermercado
3206,9689,Mr. Willie Adams,ES11666049603050337254,03/07/2025,38034.96,MXN,retiro,Monterrey,,
3207,8400,Erica Chase,ES71705204468175516726,03/04/2025,25615.6,MXN,retiro,Puebla,,
3208,1179,Antonio Washington,ES20871017906734025153,18/07/2025,5133.85,MXN,compra,Tijuana,,ropa
3209,3602,Jenna Harris,ES57285596426142659221,03/08/2025,39757.6,USD,compra,CDMX,,restaurante
3210,4802,John Johnson,ES84453753016866791208,09/09/2025,31594.87,MXN,compra,Queretaro,,ropa
3211,5790,Dean Moody,ES25385707229010294564,19/09/2025,45416.23,USD,retiro,CDMX,,
3212,4670,Mary Rhodes,ES98722951185740993190,10/04/2025,4585.96,EUR,retiro,Tijuana,,
3213,5240,Sierra Barajas,ES32792289657890505272,28/05/2025,34034.45,MXN,transferencia,Puebla,ES93066353089054004452,
3214,2094,Mrs. Casey Brown,ES88244439911780161488,19/09/2025,24168.18,MXN,retiro,Leon,,
3215,6728,Justin Hull,ES27218037529701115633,30/06/2025,28417.23,EUR,compra,Merida,,tecnologia
3216,7606,Laura Pena,ES59618005057137999688,30/04/2025,28388.34,EUR,transferencia,Guadalajara,ES64570552723559286570,
3217,9336,Theresa Santiago,ES98604287167914741606,17/05/2025,29514.46,EUR,transferencia,Leon,ES64930747921921461501,
3218,3568,Ruth Smith,ES31412819945827034276,01/04/2025,20395.67,USD,compra,Queretaro,,viajes
3219,7017,Garrett Morris,ES43846019240564368140,24/09/2025,24410.44,USD,retiro,Queretaro,,
3220,6929,Benjamin Barton,ES78201942482500938418,13/08/2025,32315.22,EUR,compra,Torreon,,restaurante
3221,9919,Felicia Jones,ES23733298948950742643,25/06/2025,46327.48,USD,retiro,Monterrey,,
3222,1538,Kevin Lawrence,ES23137826402312819820,11/08/2025,21488.17,USD,retiro,Leon,,
3223,1055,Jordan Garrison,ES49413931305950700968,31/07/2025,49964.03,USD,transferencia,CDMX,ES36330481967789690273,
3224,7993,Jacob Hodge,ES71515534380842040150,18/07/2025,46923.85,MXN,retiro,Monterrey,,
3225,7965,Erika Rosales,ES70004622272711059184,16/09/2025,27789.41,MXN,compra,Guadalajara,,ropa
3226,6215,Mrs. Ashley Anderson MD,ES11823740850168622176,25/07/2025,14832.08,MXN,compra,Tijuana,,tecnologia
3227,3203,Raymond Lewis,ES61286342505775902130,24/07/2025,25877.48,USD,retiro,Tijuana,,
3228,9545,Kara Morris,ES72241417286400659095,10/08/2025,42728.3,EUR,compra,Torreon,,ropa
3229,3488,Deanna Wilson,ES93936313710739862437,21/06/2025,20108.95,MXN,retiro,CDMX,,
3230,7305,Craig Nelson,ES43480009580529480784,14/06/2025,22742.69,EUR,retiro,Tijuana,,
3231,9134,Nicholas Wallace,ES16406313405721251534,08/07/2025,1909.98,EUR,retiro,Queretaro,,
3232,2709,Brianna Williams,ES51606099174098525243,14/06/2025,31223.02,EUR,compra,Juarez,,viajes
3233,6289,Larry Jacobson,ES45655572193705621094,01/05/2025,41638.04,EUR,retiro,Guadalajara,,
3234,4180,Christopher Lowe,ES85843140480972648969,23/09/2025,7114.64,EUR,retiro,Leon,,
3235,7378,Ryan Cook,ES13508726613624629136,05/05/2025,37565.75,USD,retiro,Puebla,,
3236,3809,Andrea Boone,ES41990496404999389318,01/06/2025,28933.68,EUR,transferencia,Tijuana,ES39545150189088428059,
3237,6550,Christopher Stuart,ES67088161657491969579,07/08/2025,31463.65,EUR,transferencia,Guadalajara,ES28959357400478021818,
3238,5021,Nancy Hays,ES52255894499536968145,17/07/2025,1976.12,USD,transferencia,Merida,ES53466455669510876591,
3239,3791,Michael Campbell,ES49656399046951190706,22/07/2025,30500.17,EUR,compra,Torreon,,viajes
3240,6331,Jesse Gray,ES76594753142004684856,31/08/2025,14109.02,MXN,transferencia,Queretaro,ES34247861432199063434,
3241,3115,Michelle Johnson,ES83205398487771655066,06/08/2025,18910.43,MXN,compra,Queretaro,,supermercado
3242,1580,Taylor Smith,ES43433957810336201777,27/05/2025,42553.79,MXN,transferencia,CDMX,ES52202904295678161964,
3243,1660,Barbara Roach,ES69469475273168484485,23/05/2025,28112.37,EUR,compra,Torreon,,tecnologia
3244,6800,David Chambers,ES45829623047630366024,01/07/2025,3971.5,USD,transferencia,Monterrey,ES33048064858858374899,
3245,1993,Zachary Williams,ES74601806251854528469,07/05/2025,46235.29,EUR,compra,Torreon,,servicios
3246,4047,Joshua Lloyd,ES85878266521524113102,15/04/2025,42312.53,USD,transferencia,Queretaro,ES83631947022053008951,
3247,7387,Nicholas Spears,ES67412978224836030255,21/07/2025,4745.73,USD,transferencia,Leon,ES72662760897334183499,
3248,9513,Ashley Salazar,ES40255081784764755074,16/07/2025,373.95,MXN,compra,CDMX,,ropa
3249,6097,Gail Lopez,ES93261547620463049024,01/07/2025,32633.22,MXN,compra,Torreon,,viajes
3250,5932,Allison Porter,ES81853263089114243753,19/04/2025,12346.4,MXN,transferencia,Guadalajara,ES14155449787126273769,
3251,3619,Christina Baird,ES18716918194239425479,23/06/2025,35203.9,MXN,transferencia,Torreon,ES58083170996044776137,
3252,5308,Cheyenne Matthews,ES26184113871267159135,21/05/2025,1599.07,USD,transferencia,Monterrey,ES95004725222501239727,
3253,2486,Edgar Clements,ES27472131353931272681,29/05/2025,26483.19,MXN,transferencia,Puebla,ES90775805527235107272,
3254,2132,Brian Ross,ES90297226952651226510,07/05/2025,29226.52,USD,compra,Monterrey,,supermercado
3255,3358,Timothy Esparza,ES35623859025287525710,18/06/2025,33144.11,EUR,retiro,Merida,,
3256,3080,Jason Sanders,ES95001408330351711407,21/05/2025,48232.42,EUR,retiro,Leon,,
3257,1032,Gloria Ayers,ES35325493682666296557,16/09/2025,10667.58,EUR,retiro,Monterrey,,
3258,3508,Mary Wells,ES76059065628392837262,10/09/2025,1063.33,MXN,compra,Juarez,,supermercado
3259,9443,Katrina Wells,ES37047749598410069500,10/06/2025,2703.34,USD,retiro,CDMX,,
3260,4067,Kevin Smith,ES57511144086663562419,03/06/2025,42325.07,USD,compra,Monterrey,,viajes
3261,8279,Gilbert Roman,ES53508754998404297442,19/06/2025,18965.8,USD,retiro,Queretaro,,
